InventoryId,Store,City,Brand,Description,Size,onHand,Price,startDate
1_HARDERSFIELD_21824,1,HARDERSFIELD,21824,Taken Red Napa,750mL,12,24.99,01-01-2024
1_HARDERSFIELD_21834,1,HARDERSFIELD,21834,Meiomi Chard,750mL,11,15.99,01-01-2024
1_HARDERSFIELD_21836,1,HARDERSFIELD,21836,Merriam Pnt Nr Cuvee RRV,750mL,6,22.99,01-01-2024
1_HARDERSFIELD_21861,1,HARDERSFIELD,21861,Diseno Red Blend Mendoza,750mL,7,11.99,01-01-2024
1_HARDERSFIELD_21864,1,HARDERSFIELD,21864,Dom Carneros Brut,750mL,6,22.99,01-01-2024
1_HARDERSFIELD_21951,1,HARDERSFIELD,21951,Ruffino Aziano Chianti Clsc,750mL,13,12.99,01-01-2024
1_HARDERSFIELD_21965,1,HARDERSFIELD,21965,Marques de Caceres Blanco Wh,750mL,15,8.99,01-01-2024
1_HARDERSFIELD_21985,1,HARDERSFIELD,21985,Menage a Trois Midnight,750mL,38,9.95,01-01-2024
1_HARDERSFIELD_22014,1,HARDERSFIELD,22014,Foss Marai Prosecco,750mL,1,14.99,01-01-2024
1_HARDERSFIELD_22019,1,HARDERSFIELD,22019,Mumm Napa Brut Rose,750mL,0,14.99,01-01-2024
1_HARDERSFIELD_22047,1,HARDERSFIELD,22047,Woodwork Pnt Nr,750mL,10,9.99,01-01-2024
1_HARDERSFIELD_22079,1,HARDERSFIELD,22079,C Y Toro Casa Diblo Cab Svgn,750mL,36,9.99,01-01-2024
1_HARDERSFIELD_22087,1,HARDERSFIELD,22087,Juxtapoz Red North Cst,750mL,10,19.99,01-01-2024
1_HARDERSFIELD_22143,1,HARDERSFIELD,22143,Simi Cab Svgn,750mL,20,18.99,01-01-2024
1_HARDERSFIELD_22194,1,HARDERSFIELD,22194,Placido Pinot Grigio Venezi,1.5L,18,12.99,01-01-2024
1_HARDERSFIELD_22222,1,HARDERSFIELD,22222,LaLuca Prosecco,750mL,3,11.99,01-01-2024
1_HARDERSFIELD_22226,1,HARDERSFIELD,22226,Geyser Peak Pnt Nr,750mL,0,14.99,01-01-2024
1_HARDERSFIELD_22230,1,HARDERSFIELD,22230,Glam Prosecco,750mL,1,15.99,01-01-2024
1_HARDERSFIELD_22291,1,HARDERSFIELD,22291,Locations E Red Spanish,750mL,4,16.99,01-01-2024
1_HARDERSFIELD_22297,1,HARDERSFIELD,22297,Zorvino Vyds Pearz,750mL,13,9.99,01-01-2024
1_HARDERSFIELD_22298,1,HARDERSFIELD,22298,Zorvino Vyds Sangiovese,750mL,16,12.49,01-01-2024
1_HARDERSFIELD_22339,1,HARDERSFIELD,22339,Heartland Spice Trader Sh/CS,750mL,12,15.99,01-01-2024
1_HARDERSFIELD_22340,1,HARDERSFIELD,22340,Gerard Bertrand Languedoc Rg,750mL,0,10.99,01-01-2024
1_HARDERSFIELD_22362,1,HARDERSFIELD,22362,Barefoot Bubbly Peach Fusion,750mL,0,9.99,01-01-2024
1_HARDERSFIELD_22387,1,HARDERSFIELD,22387,Gnarly Head Authentic Black,750mL,15,9.99,01-01-2024
1_HARDERSFIELD_22416,1,HARDERSFIELD,22416,Layer Cake Sea of Stones Red,750mL,5,15.99,01-01-2024
1_HARDERSFIELD_22441,1,HARDERSFIELD,22441,Omaka Springs Svgn Bl,750mL,14,14.99,01-01-2024
1_HARDERSFIELD_22447,1,HARDERSFIELD,22447,Pizzolato Pnt Grigio,750mL,7,6.99,01-01-2024
1_HARDERSFIELD_22475,1,HARDERSFIELD,22475,MSH Cellars Svgn Bl Napa Vly,750mL,15,11.99,01-01-2024
1_HARDERSFIELD_22531,1,HARDERSFIELD,22531,BV Coastal Estate Chard,750mL,38,10.99,01-01-2024
1_HARDERSFIELD_22566,1,HARDERSFIELD,22566,LaBelle Winery 2013 Dry Rsl,750mL,27,13.99,01-01-2024
1_HARDERSFIELD_22569,1,HARDERSFIELD,22569,Bota Box Svgn Bl,3L,0,17.99,01-01-2024
1_HARDERSFIELD_22583,1,HARDERSFIELD,22583,Cambria Julias Vyd Pnt Nr,750mL,55,19.99,01-01-2024
1_HARDERSFIELD_22584,1,HARDERSFIELD,22584,Cambria Katherines Chard,750mL,11,17.99,01-01-2024
1_HARDERSFIELD_22593,1,HARDERSFIELD,22593,The Divining Rod Red,750mL,9,10.99,01-01-2024
1_HARDERSFIELD_22617,1,HARDERSFIELD,22617,Viberti Barbera D'Alba Gemel,750mL,2,9.99,01-01-2024
1_HARDERSFIELD_22665,1,HARDERSFIELD,22665,Trefethen Cab Svgn,750mL,1,52.99,01-01-2024
1_HARDERSFIELD_22696,1,HARDERSFIELD,22696,Delish Svgn Bl,750mL,0,9.99,01-01-2024
1_HARDERSFIELD_22702,1,HARDERSFIELD,22702,Peter Michael Danseuse Pnt N,750mL,1,100.99,01-01-2024
1_HARDERSFIELD_22758,1,HARDERSFIELD,22758,Copain Tous Ensemble 12 Chrd,750mL,21,15.99,01-01-2024
1_HARDERSFIELD_22801,1,HARDERSFIELD,22801,Fetzer Valley Oaks Cab Svgn,1.5L,40,12.99,01-01-2024
1_HARDERSFIELD_22822,1,HARDERSFIELD,22822,Corvo Pnt Nr,750mL,4,11.99,01-01-2024
1_HARDERSFIELD_22842,1,HARDERSFIELD,22842,Corral De Peidra Cab Svgn,750mL,12,10.99,01-01-2024
1_HARDERSFIELD_22899,1,HARDERSFIELD,22899,Simi Svgn Bl,750mL,17,14.99,01-01-2024
1_HARDERSFIELD_22903,1,HARDERSFIELD,22903,Banfi Sangiovese CollePino,750mL,2,10.99,01-01-2024
1_HARDERSFIELD_22919,1,HARDERSFIELD,22919,Complicated Pnt Nr,750mL,5,18.99,01-01-2024
1_HARDERSFIELD_22938,1,HARDERSFIELD,22938,Black Stallion Carnrs Pnt Nr,750mL,15,18.99,01-01-2024
1_HARDERSFIELD_22963,1,HARDERSFIELD,22963,Phillipine de St-Cyrille CdP,750mL,1,26.99,01-01-2024
1_HARDERSFIELD_23074,1,HARDERSFIELD,23074,Madrigal Cab Svgn,750mL,1,19.99,01-01-2024
1_HARDERSFIELD_23095,1,HARDERSFIELD,23095,Glen Ellen Cab Svgn RSV,1.5L,19,6.99,01-01-2024
1_HARDERSFIELD_23101,1,HARDERSFIELD,23101,Steelhead Red,750mL,0,9.99,01-01-2024
1_HARDERSFIELD_23129,1,HARDERSFIELD,23129,Sensi 18K Prosecco,750mL,0,19.99,01-01-2024
1_HARDERSFIELD_23143,1,HARDERSFIELD,23143,Bogle Chard,750mL,30,7.99,01-01-2024
1_HARDERSFIELD_23161,1,HARDERSFIELD,23161,Loft Cab Svgn,3L,2,19.99,01-01-2024
1_HARDERSFIELD_23191,1,HARDERSFIELD,23191,Clos Pegase Svgn Bl Napa,750mL,8,14.99,01-01-2024
1_HARDERSFIELD_23197,1,HARDERSFIELD,23197,Yellow Tail Sangria Blanco,1.5L,6,9.99,01-01-2024
1_HARDERSFIELD_23212,1,HARDERSFIELD,23212,The Dreaming Tree Pnt Nr CA,750mL,4,12.99,01-01-2024
1_HARDERSFIELD_23218,1,HARDERSFIELD,23218,Tangent Chard,750mL,18,9.99,01-01-2024
1_HARDERSFIELD_23229,1,HARDERSFIELD,23229,Ch St Jean Belle Terre Chard,750mL,36,14.99,01-01-2024
1_HARDERSFIELD_23230,1,HARDERSFIELD,23230,High Valley Svgn Bl 13 Lake,750mL,32,13.99,01-01-2024
1_HARDERSFIELD_23241,1,HARDERSFIELD,23241,14 Hands Svgn Bl,750mL,12,8.99,01-01-2024
1_HARDERSFIELD_23253,1,HARDERSFIELD,23253,Summers Cab Svgn Rsv,750mL,33,19.99,01-01-2024
1_HARDERSFIELD_23255,1,HARDERSFIELD,23255,Balletto Vyds Pnt Gris,750mL,38,11.99,01-01-2024
1_HARDERSFIELD_23256,1,HARDERSFIELD,23256,Robert Hall Cab Svgn,750mL,24,13.99,01-01-2024
1_HARDERSFIELD_23257,1,HARDERSFIELD,23257,Jason Stephens Syrah,750mL,40,13.99,01-01-2024
1_HARDERSFIELD_23259,1,HARDERSFIELD,23259,Vegan Vines Chard,750mL,18,8.99,01-01-2024
1_HARDERSFIELD_23271,1,HARDERSFIELD,23271,Darkhorse Merlot,750mL,1,7.99,01-01-2024
1_HARDERSFIELD_23275,1,HARDERSFIELD,23275,Black Ink Red Wine,750mL,3,11.99,01-01-2024
1_HARDERSFIELD_23279,1,HARDERSFIELD,23279,Turnbull Syrah 11,750mL,29,24.99,01-01-2024
1_HARDERSFIELD_23307,1,HARDERSFIELD,23307,Ch St Sulpice,750mL,15,11.99,01-01-2024
1_HARDERSFIELD_23353,1,HARDERSFIELD,23353,Parducci True Grit 11 Cab Sv,750mL,20,15.99,01-01-2024
1_HARDERSFIELD_23355,1,HARDERSFIELD,23355,Paul Dolan 12 Cab Svgn,750mL,0,14.99,01-01-2024
1_HARDERSFIELD_23356,1,HARDERSFIELD,23356,Bacio Divino 12 Pazzo,750mL,39,21.99,01-01-2024
1_HARDERSFIELD_23357,1,HARDERSFIELD,23357,Saddleback Clrs 09 Cab Svgn,750mL,36,37.99,01-01-2024
1_HARDERSFIELD_23360,1,HARDERSFIELD,23360,Ninety+Cellars Lot 35 Tempo,750mL,7,10.99,01-01-2024
1_HARDERSFIELD_23381,1,HARDERSFIELD,23381,Pacifica Cab Svgn/Merlot 11,750mL,6,17.99,01-01-2024
1_HARDERSFIELD_23382,1,HARDERSFIELD,23382,Haywood Chamizal Znfdl 09,750mL,28,15.99,01-01-2024
1_HARDERSFIELD_23383,1,HARDERSFIELD,23383,Vivanco Rioja Rsva 08,750mL,24,16.99,01-01-2024
1_HARDERSFIELD_23384,1,HARDERSFIELD,23384,Dom Fouassier Sancerre 13,750mL,12,17.99,01-01-2024
1_HARDERSFIELD_23388,1,HARDERSFIELD,23388,Light Horse Cab Svgn,750mL,17,11.99,01-01-2024
1_HARDERSFIELD_23389,1,HARDERSFIELD,23389,Opici Fish Bottle Bianco,750mL,8,11.99,01-01-2024
1_HARDERSFIELD_23393,1,HARDERSFIELD,23393,Havens Cab Svgn 11,750mL,44,17.99,01-01-2024
1_HARDERSFIELD_23395,1,HARDERSFIELD,23395,Pavilion St Pierre Cdu Rhone,750mL,1,9.99,01-01-2024
1_HARDERSFIELD_23396,1,HARDERSFIELD,23396,Montignana 09 Chianti Clsco,750mL,1,12.99,01-01-2024
1_HARDERSFIELD_23397,1,HARDERSFIELD,23397,Secoli 13 Prosecco Valdobbia,750mL,0,11.99,01-01-2024
1_HARDERSFIELD_23401,1,HARDERSFIELD,23401,Bridlewood Slct Pnt Nr Lucia,750mL,0,15.99,01-01-2024
1_HARDERSFIELD_23403,1,HARDERSFIELD,23403,La Merika Pnt Grigio Montery,750mL,0,8.99,01-01-2024
1_HARDERSFIELD_23420,1,HARDERSFIELD,23420,Dom D'Andezon CdRhone Red,750mL,10,14.99,01-01-2024
1_HARDERSFIELD_23423,1,HARDERSFIELD,23423,Santa Rita RSV Chard,750mL,19,9.99,01-01-2024
1_HARDERSFIELD_23452,1,HARDERSFIELD,23452,Santa Rita Secret Rsv Red,750mL,11,8.99,01-01-2024
1_HARDERSFIELD_23464,1,HARDERSFIELD,23464,Kendall Jackson Pnt Gris VR,750mL,7,10.99,01-01-2024
1_HARDERSFIELD_23479,1,HARDERSFIELD,23479,HandCraft Pnt Grigio,750mL,79,8.99,01-01-2024
1_HARDERSFIELD_23516,1,HARDERSFIELD,23516,Chloe Pnt Nr,750mL,2,10.99,01-01-2024
1_HARDERSFIELD_23523,1,HARDERSFIELD,23523,19 Crimes Cab Svgn,750mL,0,9.99,01-01-2024
1_HARDERSFIELD_23528,1,HARDERSFIELD,23528,Santa Maria Alla Pieve Soave,750mL,1,13.99,01-01-2024
1_HARDERSFIELD_23530,1,HARDERSFIELD,23530,Santa Maria Alla Pieve Ripas,750mL,4,24.99,01-01-2024
1_HARDERSFIELD_23595,1,HARDERSFIELD,23595,Almaden Burgundy B/B,5L,3,14.99,01-01-2024
1_HARDERSFIELD_23635,1,HARDERSFIELD,23635,Tortoise Creek Rose le Charm,750mL,0,13.99,01-01-2024
1_HARDERSFIELD_23649,1,HARDERSFIELD,23649,Tom Gore Cabernet Svgn CA,750mL,9,12.99,01-01-2024
1_HARDERSFIELD_23650,1,HARDERSFIELD,23650,Tom Gore Chardonnay CA,750mL,17,12.99,01-01-2024
1_HARDERSFIELD_23692,1,HARDERSFIELD,23692,R Mondavi Merlot Napa,750mL,0,19.99,01-01-2024
1_HARDERSFIELD_23712,1,HARDERSFIELD,23712,Bell'Agio Chianti Flask,750mL,9,11.99,01-01-2024
1_HARDERSFIELD_23739,1,HARDERSFIELD,23739,Liberty School Cab Svgn,750mL,55,12.99,01-01-2024
1_HARDERSFIELD_23764,1,HARDERSFIELD,23764,Cashmore Black Opal Shiraz,750mL,14,7.99,01-01-2024
1_HARDERSFIELD_23778,1,HARDERSFIELD,23778,M Chiarlo Barbera D'Asti,750mL,9,10.99,01-01-2024
1_HARDERSFIELD_23848,1,HARDERSFIELD,23848,Dom Cherrier Sancerre,750mL,0,17.99,01-01-2024
1_HARDERSFIELD_23866,1,HARDERSFIELD,23866,Landhaus Mayer Gruner Veltli,750mL,10,11.99,01-01-2024
1_HARDERSFIELD_23889,1,HARDERSFIELD,23889,Corbett Canyon Wh Znfdl,1.5L,15,8.99,01-01-2024
1_HARDERSFIELD_23944,1,HARDERSFIELD,23944,Ch du Courlat 10,750mL,3,24.99,01-01-2024
1_HARDERSFIELD_23969,1,HARDERSFIELD,23969,Bellafina Prosecco,750mL,1,7.99,01-01-2024
1_HARDERSFIELD_23973,1,HARDERSFIELD,23973,Catena RSV Cab Svgn,750mL,19,16.99,01-01-2024
1_HARDERSFIELD_23974,1,HARDERSFIELD,23974,Catena RSV Chard,750mL,4,16.99,01-01-2024
1_HARDERSFIELD_23998,1,HARDERSFIELD,23998,Belguardo Serrata Toscana,750mL,0,9.99,01-01-2024
1_HARDERSFIELD_24000,1,HARDERSFIELD,24000,Santa Rita Coll Prv Cab Svgn,750mL,0,5.99,01-01-2024
1_HARDERSFIELD_24002,1,HARDERSFIELD,24002,Corbett Canyon Chard,1.5L,39,8.99,01-01-2024
1_HARDERSFIELD_24003,1,HARDERSFIELD,24003,Corbett Canyon Cab Svgn,1.5L,15,8.99,01-01-2024
1_HARDERSFIELD_24029,1,HARDERSFIELD,24029,William Hill Est Pnt Nr CC,750mL,4,14.99,01-01-2024
1_HARDERSFIELD_24048,1,HARDERSFIELD,24048,Ozeki Dry Sake,750mL,2,9.99,01-01-2024
1_HARDERSFIELD_24086,1,HARDERSFIELD,24086,Hess Select Chard,750mL,21,12.99,01-01-2024
1_HARDERSFIELD_24088,1,HARDERSFIELD,24088,Hess Select Cab Svgn,750mL,19,16.99,01-01-2024
1_HARDERSFIELD_24101,1,HARDERSFIELD,24101,Soli White Blend,750mL,18,7.99,01-01-2024
1_HARDERSFIELD_24146,1,HARDERSFIELD,24146,Louis Latour 12 Marsannay Bl,750mL,20,19.99,01-01-2024
1_HARDERSFIELD_24151,1,HARDERSFIELD,24151,Mas Janeil Cotes Roussillon,750mL,24,10.99,01-01-2024
1_HARDERSFIELD_24170,1,HARDERSFIELD,24170,Adelsheim Caitlins Rsv Chard,750mL,2,39.99,01-01-2024
1_HARDERSFIELD_24188,1,HARDERSFIELD,24188,St Francis Cab Svgn Sonoma,750mL,19,15.99,01-01-2024
1_HARDERSFIELD_24246,1,HARDERSFIELD,24246,Marco Barbanera Chianti DOCG,750mL,0,5.99,01-01-2024
1_HARDERSFIELD_24285,1,HARDERSFIELD,24285,Dom Clavel Languedoc,750mL,6,13.99,01-01-2024
1_HARDERSFIELD_24291,1,HARDERSFIELD,24291,Dom Fond Croze La Croix Coq,750mL,24,17.99,01-01-2024
1_HARDERSFIELD_24299,1,HARDERSFIELD,24299,Rosemount Diamond Merlot,750mL,18,8.99,01-01-2024
1_HARDERSFIELD_24310,1,HARDERSFIELD,24310,Hi! Prosecco,750mL,6,12.99,01-01-2024
1_HARDERSFIELD_24325,1,HARDERSFIELD,24325,La Crema Chard Sonoma Cst,750mL,55,15.99,01-01-2024
1_HARDERSFIELD_24327,1,HARDERSFIELD,24327,La Crema Pnt Nr Sonoma Cst,750mL,26,19.99,01-01-2024
1_HARDERSFIELD_24369,1,HARDERSFIELD,24369,Forefront Pine Ridge Znfdl,750mL,41,11.99,01-01-2024
1_HARDERSFIELD_24379,1,HARDERSFIELD,24379,Madison's Ranch Cab Svgn,750mL,3,12.99,01-01-2024
1_HARDERSFIELD_24419,1,HARDERSFIELD,24419,Bonterra Mendocino Org Chard,750mL,31,10.99,01-01-2024
1_HARDERSFIELD_24429,1,HARDERSFIELD,24429,Baracchi O'Lillo,750mL,24,11.99,01-01-2024
1_HARDERSFIELD_24453,1,HARDERSFIELD,24453,Estancia Meritage,750mL,14,22.99,01-01-2024
1_HARDERSFIELD_24455,1,HARDERSFIELD,24455,Franciscan Cab Svgn Napa,750mL,55,16.98,01-01-2024
1_HARDERSFIELD_24456,1,HARDERSFIELD,24456,Franciscan Est Chard Napa,750mL,17,11.98,01-01-2024
1_HARDERSFIELD_24493,1,HARDERSFIELD,24493,Buehler Cab Svgn Napa,750mL,19,23.99,01-01-2024
1_HARDERSFIELD_24592,1,HARDERSFIELD,24592,Vendange Cab Svgn,1.5L,19,6.99,01-01-2024
1_HARDERSFIELD_24612,1,HARDERSFIELD,24612,Estancia Pnt Nr Monterey,750mL,37,13.99,01-01-2024
1_HARDERSFIELD_24631,1,HARDERSFIELD,24631,Acumen Moutainside Red Napa,750mL,48,24.99,01-01-2024
1_HARDERSFIELD_24634,1,HARDERSFIELD,24634,Marques de Caceres RSV Red,750mL,43,16.99,01-01-2024
1_HARDERSFIELD_24686,1,HARDERSFIELD,24686,Barco Negro Douro,750mL,16,7.99,01-01-2024
1_HARDERSFIELD_24736,1,HARDERSFIELD,24736,Dumangin Champagne Cuvee 17,750mL,32,39.99,01-01-2024
1_HARDERSFIELD_24771,1,HARDERSFIELD,24771,Les Darons Lang J Carrel Rou,750mL,4,12.99,01-01-2024
1_HARDERSFIELD_24779,1,HARDERSFIELD,24779,Straccali Chianti,1.5L,12,9.99,01-01-2024
1_HARDERSFIELD_24787,1,HARDERSFIELD,24787,Rodney Strong Chard Sonoma C,750mL,12,19.99,01-01-2024
1_HARDERSFIELD_24829,1,HARDERSFIELD,24829,Cecchi Chianti Classico,750mL,16,11.99,01-01-2024
1_HARDERSFIELD_24840,1,HARDERSFIELD,24840,Honig Svgn Bl Napa,750mL,6,14.99,01-01-2024
1_HARDERSFIELD_24842,1,HARDERSFIELD,24842,Jacobs Crk Shrz/Cab Svgn,750mL,15,7.99,01-01-2024
1_HARDERSFIELD_24875,1,HARDERSFIELD,24875,Glen Ellen Merlot RSV,1.5L,8,6.99,01-01-2024
1_HARDERSFIELD_24907,1,HARDERSFIELD,24907,Bogle Old Vine Znfdl Cal,750mL,22,9.99,01-01-2024
1_HARDERSFIELD_24926,1,HARDERSFIELD,24926,Herzog Kosher Znfdl,750mL,3,9.99,01-01-2024
1_HARDERSFIELD_24929,1,HARDERSFIELD,24929,Corvo Nero d'Avola & Pnt Gr,750mL 2 Pk,4,17.99,01-01-2024
1_HARDERSFIELD_24936,1,HARDERSFIELD,24936,T-Vine Petite Sirah Napa,750mL,37,14.99,01-01-2024
1_HARDERSFIELD_24939,1,HARDERSFIELD,24939,Walpole 1761 Walpole Rose,750mL,12,18.99,01-01-2024
1_HARDERSFIELD_25036,1,HARDERSFIELD,25036,Albola Pinot Grigio,750mL,35,10.99,01-01-2024
1_HARDERSFIELD_25046,1,HARDERSFIELD,25046,Bully Hill Love My Goat Rd,750mL,14,8.99,01-01-2024
1_HARDERSFIELD_25125,1,HARDERSFIELD,25125,Zorvino Vyds Mango Magnifico,750mL,7,12.49,01-01-2024
1_HARDERSFIELD_25126,1,HARDERSFIELD,25126,Zorvino Vyds Peachez,750mL,3,9.99,01-01-2024
1_HARDERSFIELD_25158,1,HARDERSFIELD,25158,M Lynch Bordeaux Rouge Medoc,750mL,12,16.99,01-01-2024
1_HARDERSFIELD_25269,1,HARDERSFIELD,25269,R Mondavi Cab Svgn Pvt Sel,750mL,51,7.99,01-01-2024
1_HARDERSFIELD_25382,1,HARDERSFIELD,25382,Drouhin Laforet Red Bourgog,750mL,20,17.99,01-01-2024
1_HARDERSFIELD_25419,1,HARDERSFIELD,25419,Kunde Chard Sonoma Valley,750mL,14,13.99,01-01-2024
1_HARDERSFIELD_25429,1,HARDERSFIELD,25429,Ch Pesquie Quint Ventoux Red,750mL,0,21.99,01-01-2024
1_HARDERSFIELD_25581,1,HARDERSFIELD,25581,BV Coastal Estate Merlot,750mL,28,10.99,01-01-2024
1_HARDERSFIELD_25649,1,HARDERSFIELD,25649,De Loach Chard Cal,750mL,14,9.99,01-01-2024
1_HARDERSFIELD_25703,1,HARDERSFIELD,25703,Murphy-Goode Svgn Bl,750mL,21,11.99,01-01-2024
1_HARDERSFIELD_25704,1,HARDERSFIELD,25704,Murphy-Goode Chard Sonoma,750mL,20,12.99,01-01-2024
1_HARDERSFIELD_25714,1,HARDERSFIELD,25714,Grgich Hills Cab Svgn Napa,750mL,8,62.99,01-01-2024
1_HARDERSFIELD_25716,1,HARDERSFIELD,25716,Grgich Hills Chard Napa,750mL,15,44.99,01-01-2024
1_HARDERSFIELD_25796,1,HARDERSFIELD,25796,Grgich Hills Znfdl,750mL,7,34.99,01-01-2024
1_HARDERSFIELD_25802,1,HARDERSFIELD,25802,Dynamite Cab Svgn N Cst,750mL,0,11.99,01-01-2024
1_HARDERSFIELD_25808,1,HARDERSFIELD,25808,Edna Valley Chard,750mL,13,11.99,01-01-2024
1_HARDERSFIELD_25832,1,HARDERSFIELD,25832,Dry Creek Fume Bl Sonoma,750mL,20,11.99,01-01-2024
1_HARDERSFIELD_25846,1,HARDERSFIELD,25846,Groth Svgn Bl Napa Valley,750mL,25,19.99,01-01-2024
1_HARDERSFIELD_25883,1,HARDERSFIELD,25883,Honig Cab Svgn Napa,750mL,14,36.99,01-01-2024
1_HARDERSFIELD_25932,1,HARDERSFIELD,25932,Gabbiano Chianti Clsc,750mL,9,9.99,01-01-2024
1_HARDERSFIELD_25934,1,HARDERSFIELD,25934,Gabbiano Chianti,750mL,16,7.99,01-01-2024
1_HARDERSFIELD_25963,1,HARDERSFIELD,25963,Macrostie Carneros Chard,750mL,7,18.99,01-01-2024
1_HARDERSFIELD_25984,1,HARDERSFIELD,25984,C Y Toro Casa Diablo Svgn Bl,750mL,12,9.99,01-01-2024
1_HARDERSFIELD_25992,1,HARDERSFIELD,25992,Murphy-Goode Cab Svgn Cal,750mL,14,12.99,01-01-2024
1_HARDERSFIELD_25994,1,HARDERSFIELD,25994,Rodney Strong Merlot Sonoma,750mL,24,16.99,01-01-2024
1_HARDERSFIELD_26092,1,HARDERSFIELD,26092,Blackstone Merlot Cal,750mL,11,7.99,01-01-2024
1_HARDERSFIELD_26143,1,HARDERSFIELD,26143,R Mondavi Pvt Sel Svgn Bl,750mL,56,7.99,01-01-2024
1_HARDERSFIELD_26181,1,HARDERSFIELD,26181,Jaume Serra Cristalino Brut,750mL,3,6.99,01-01-2024
1_HARDERSFIELD_26236,1,HARDERSFIELD,26236,Marques de Caceres Rose,750mL,17,8.99,01-01-2024
1_HARDERSFIELD_26248,1,HARDERSFIELD,26248,Roederer Cristal,750mL,7,199.99,01-01-2024
1_HARDERSFIELD_26250,1,HARDERSFIELD,26250,Roederer Est Brut,750mL,10,20.99,01-01-2024
1_HARDERSFIELD_26285,1,HARDERSFIELD,26285,Moet & Chandon Imperial,1.5L,8,69.99,01-01-2024
1_HARDERSFIELD_26383,1,HARDERSFIELD,26383,Buehler Chard RRV,750mL,12,11.99,01-01-2024
1_HARDERSFIELD_26395,1,HARDERSFIELD,26395,Trapiche Cab Svgn Oak Cask,750mL,12,8.99,01-01-2024
1_HARDERSFIELD_26399,1,HARDERSFIELD,26399,Trapiche Malbec Mendoza Oak,750mL,20,7.99,01-01-2024
1_HARDERSFIELD_26426,1,HARDERSFIELD,26426,Pommery Brut Royale,750mL,9,32.99,01-01-2024
1_HARDERSFIELD_26427,1,HARDERSFIELD,26427,Latour Pouilly Fuisse,750mL,12,23.99,01-01-2024
1_HARDERSFIELD_26428,1,HARDERSFIELD,26428,Latour Macon Village Chamery,750mL,13,15.99,01-01-2024
1_HARDERSFIELD_26456,1,HARDERSFIELD,26456,Ravenswood Vntnrs Blnd Chard,750mL,21,8.99,01-01-2024
1_HARDERSFIELD_26462,1,HARDERSFIELD,26462,Ravenswood Znfdl Sonoma,750mL,8,16.99,01-01-2024
1_HARDERSFIELD_26463,1,HARDERSFIELD,26463,Ravenswood Vints Blend Znfdl,750mL,12,7.99,01-01-2024
1_HARDERSFIELD_26557,1,HARDERSFIELD,26557,King Est Pnt Gris Ore,750mL,12,16.99,01-01-2024
1_HARDERSFIELD_26732,1,HARDERSFIELD,26732,Bonterra Cab Svgn Organic,750mL,20,13.99,01-01-2024
1_HARDERSFIELD_26744,1,HARDERSFIELD,26744,Santa Lucia Sangvs Monte Ant,750mL,20,11.99,01-01-2024
1_HARDERSFIELD_26787,1,HARDERSFIELD,26787,Moet & Chandon Imperial,187mL,11,10.99,01-01-2024
1_HARDERSFIELD_26817,1,HARDERSFIELD,26817,Ravenswood Vntrs Blnd Merlot,750mL,19,8.99,01-01-2024
1_HARDERSFIELD_26821,1,HARDERSFIELD,26821,Estancia Merlot Central Cst,750mL,21,9.99,01-01-2024
1_HARDERSFIELD_26827,1,HARDERSFIELD,26827,Cavit Merlot Trentino,1.5L,16,9.99,01-01-2024
1_HARDERSFIELD_26945,1,HARDERSFIELD,26945,Ferrari-Carano Fume Bl,750mL,23,12.99,01-01-2024
1_HARDERSFIELD_26948,1,HARDERSFIELD,26948,Ferrari-Carano Chard,750mL,20,19.99,01-01-2024
1_HARDERSFIELD_26949,1,HARDERSFIELD,26949,Sonoma-Cutrer Chard RRV,750mL,11,22.99,01-01-2024
1_HARDERSFIELD_26966,1,HARDERSFIELD,26966,De Loach Cab Svgn Cal,750mL,15,9.99,01-01-2024
1_HARDERSFIELD_27042,1,HARDERSFIELD,27042,Luna di Luna Chard/Pnt Grigo,750mL,17,9.99,01-01-2024
1_HARDERSFIELD_27097,1,HARDERSFIELD,27097,Vieux Telegraphe Chtnf Pape,750mL,12,74.99,01-01-2024
1_HARDERSFIELD_27145,1,HARDERSFIELD,27145,Schmitt Sohne QbA,750mL,11,8.99,01-01-2024
1_HARDERSFIELD_27146,1,HARDERSFIELD,27146,Codice Sierra Cantabria Red,750mL,18,9.99,01-01-2024
1_HARDERSFIELD_27303,1,HARDERSFIELD,27303,Wyndham Bin 555 Shiraz,750mL,7,8.99,01-01-2024
1_HARDERSFIELD_27350,1,HARDERSFIELD,27350,Almaden Cab Svgn Cal B/B,5L,6,15.99,01-01-2024
1_HARDERSFIELD_27351,1,HARDERSFIELD,27351,Almaden Chard Cal B/B,5L,3,15.99,01-01-2024
1_HARDERSFIELD_27361,1,HARDERSFIELD,27361,Borsao Campo de Borja Red,750mL,1,10.99,01-01-2024
1_HARDERSFIELD_27429,1,HARDERSFIELD,27429,Grahams Six Grapes,750mL,13,19.99,01-01-2024
1_HARDERSFIELD_27460,1,HARDERSFIELD,27460,Ecco Domani Merlot Venezie,750mL,16,9.99,01-01-2024
1_HARDERSFIELD_27461,1,HARDERSFIELD,27461,Ecco Domani Pnt Grigio Venez,750mL,26,8.99,01-01-2024
1_HARDERSFIELD_27512,1,HARDERSFIELD,27512,Warre's Late Bottled Vintage,750mL,40,20.99,01-01-2024
